id,year,month,department,category,budget_eur,version
1,2023,01,HR,Salaries,2684.05,v1
2,2023,01,HR,Training,3178.92,v1
3,2023,01,HR,Recruitment,4459.01,v1
4,2023,01,Medical,Medications,2960.56,v1
5,2023,01,Medical,Medical Equipment,3841.15,v1
6,2023,01,Medical,Consultations,1193.44,v1
7,2023,01,Logistics,Fuel,4413.51,v1
8,2023,01,Logistics,Transport,2593.67,v1
9,2023,01,Logistics,Vehicle Maintenance,2985.5,v1
10,2023,01,Supply,Supplies,4815.16,v1
11,2023,01,Supply,Warehousing,2916.59,v1
12,2023,01,Supply,Cold Chain,3492.86,v1
13,2023,02,HR,Salaries,4060.04,v1
14,2023,02,HR,Training,3902.51,v1
15,2023,02,HR,Recruitment,4010.97,v1
16,2023,02,Medical,Medications,3689.69,v1
17,2023,02,Medical,Medical Equipment,1136.48,v1
18,2023,02,Medical,Consultations,1079.46,v1
19,2023,02,Logistics,Fuel,2247.74,v1
20,2023,02,Logistics,Transport,1946.79,v1
21,2023,02,Logistics,Vehicle Maintenance,1758.93,v1
22,2023,02,Supply,Supplies,2756.84,v1
23,2023,02,Supply,Warehousing,3648.7,v1
24,2023,02,Supply,Cold Chain,3957.57,v1
25,2023,03,HR,Salaries,4266.36,v1
26,2023,03,HR,Training,1186.47,v1
27,2023,03,HR,Recruitment,3247.53,v1
28,2023,03,Medical,Medications,2958.17,v1
29,2023,03,Medical,Medical Equipment,2066.76,v1
30,2023,03,Medical,Consultations,3964.74,v1
31,2023,03,Logistics,Fuel,4037.24,v1
32,2023,03,Logistics,Transport,1309.64,v1
33,2023,03,Logistics,Vehicle Maintenance,1796.29,v1
34,2023,03,Supply,Supplies,3285.93,v1
35,2023,03,Supply,Warehousing,2983.89,v1
36,2023,03,Supply,Cold Chain,4265.71,v1
37,2023,04,HR,Salaries,1651.22,v1
38,2023,04,HR,Training,3511.25,v1
39,2023,04,HR,Recruitment,2336.07,v1
40,2023,04,Medical,Medications,3329.31,v1
41,2023,04,Medical,Medical Equipment,3469.36,v1
42,2023,04,Medical,Consultations,1902.49,v1
43,2023,04,Logistics,Fuel,3518.48,v1
44,2023,04,Logistics,Transport,2994.67,v1
45,2023,04,Logistics,Vehicle Maintenance,3749.41,v1
46,2023,04,Supply,Supplies,1291.81,v1
47,2023,04,Supply,Warehousing,1060.2,v1
48,2023,04,Supply,Cold Chain,3999.76,v1
49,2023,05,HR,Salaries,1389.37,v1
50,2023,05,HR,Training,2055.92,v1
51,2023,05,HR,Recruitment,3101.55,v1
52,2023,05,Medical,Medications,3042.76,v1
53,2023,05,Medical,Medical Equipment,2166.4,v1
54,2023,05,Medical,Consultations,4046.68,v1
55,2023,05,Logistics,Fuel,3558.54,v1
56,2023,05,Logistics,Transport,2218.88,v1
57,2023,05,Logistics,Vehicle Maintenance,4548.44,v1
58,2023,05,Supply,Supplies,3404.72,v1
59,2023,05,Supply,Warehousing,2139.51,v1
60,2023,05,Supply,Cold Chain,1646.2,v1
61,2023,06,HR,Salaries,2885.72,v1
62,2023,06,HR,Training,4810.73,v1
63,2023,06,HR,Recruitment,3861.47,v1
64,2023,06,Medical,Medications,4194.96,v1
65,2023,06,Medical,Medical Equipment,1609.77,v1
66,2023,06,Medical,Consultations,4427.82,v1
67,2023,06,Logistics,Fuel,4681.26,v1
68,2023,06,Logistics,Transport,4355.86,v1
69,2023,06,Logistics,Vehicle Maintenance,3316.93,v1
70,2023,06,Supply,Supplies,1229.56,v1
71,2023,06,Supply,Warehousing,1459.65,v1
72,2023,06,Supply,Cold Chain,2319.37,v1
73,2023,07,HR,Salaries,2915.95,v1
74,2023,07,HR,Training,3159.02,v1
75,2023,07,HR,Recruitment,1452.95,v1
76,2023,07,Medical,Medications,3608.86,v1
77,2023,07,Medical,Medical Equipment,4875.49,v1
78,2023,07,Medical,Consultations,2685.58,v1
79,2023,07,Logistics,Fuel,1657.58,v1
80,2023,07,Logistics,Transport,3410.67,v1
81,2023,07,Logistics,Vehicle Maintenance,4548.88,v1
82,2023,07,Supply,Supplies,4048.41,v1
83,2023,07,Supply,Warehousing,4994.49,v1
84,2023,07,Supply,Cold Chain,3540.39,v1
85,2023,08,HR,Salaries,3805.03,v1
86,2023,08,HR,Training,2898.73,v1
87,2023,08,HR,Recruitment,4641.14,v1
88,2023,08,Medical,Medications,2501.01,v1
89,2023,08,Medical,Medical Equipment,1905.24,v1
90,2023,08,Medical,Consultations,2249.74,v1
91,2023,08,Logistics,Fuel,3325.61,v1
92,2023,08,Logistics,Transport,3904.73,v1
93,2023,08,Logistics,Vehicle Maintenance,3013.57,v1
