id,year,month,department,category,budget_eur,version
1,2023,01,HR,Salaries,4046.14,v1
2,2023,01,HR,Training,2020.66,v1
3,2023,01,HR,Recruitment,3237.9,v1
4,2023,01,Medical,Medications,3282.13,v1
5,2023,01,Medical,Medical Equipment,4840.12,v1
6,2023,01,Medical,Consultations,4891.63,v1
7,2023,01,Logistics,Fuel,3983.15,v1
8,2023,01,Logistics,Transport,4486.06,v1
9,2023,01,Logistics,Vehicle Maintenance,1207.42,v1
10,2023,01,Supply,Supplies,4529.14,v1
11,2023,01,Supply,Warehousing,4149.77,v1
12,2023,01,Supply,Cold Chain,2167.48,v1
13,2023,02,HR,Salaries,2457.96,v1
14,2023,02,HR,Training,2141.46,v1
15,2023,02,HR,Recruitment,1560.0,v1
16,2023,02,Medical,Medications,3982.51,v1
17,2023,02,Medical,Medical Equipment,4889.4,v1
18,2023,02,Medical,Consultations,2496.53,v1
19,2023,02,Logistics,Fuel,1333.09,v1
20,2023,02,Logistics,Transport,2825.09,v1
21,2023,02,Logistics,Vehicle Maintenance,2867.41,v1
22,2023,02,Supply,Supplies,2522.3,v1
23,2023,02,Supply,Warehousing,3717.97,v1
24,2023,02,Supply,Cold Chain,4192.07,v1
25,2023,03,HR,Salaries,1448.3,v1
26,2023,03,HR,Training,1754.88,v1
27,2023,03,HR,Recruitment,2241.3,v1
28,2023,03,Medical,Medications,4883.86,v1
29,2023,03,Medical,Medical Equipment,4434.2,v1
30,2023,03,Medical,Consultations,1336.52,v1
31,2023,03,Logistics,Fuel,1966.11,v1
32,2023,03,Logistics,Transport,3297.37,v1
33,2023,03,Logistics,Vehicle Maintenance,3716.36,v1
34,2023,03,Supply,Supplies,4694.12,v1
35,2023,03,Supply,Warehousing,2128.22,v1
36,2023,03,Supply,Cold Chain,4650.33,v1
37,2023,04,HR,Salaries,2729.13,v1
38,2023,04,HR,Training,1354.45,v1
39,2023,04,HR,Recruitment,4198.83,v1
40,2023,04,Medical,Medications,4637.84,v1
41,2023,04,Medical,Medical Equipment,4383.85,v1
42,2023,04,Medical,Consultations,3950.38,v1
43,2023,04,Logistics,Fuel,1910.12,v1
44,2023,04,Logistics,Transport,3156.45,v1
45,2023,04,Logistics,Vehicle Maintenance,1294.62,v1
46,2023,04,Supply,Supplies,4381.98,v1
47,2023,04,Supply,Warehousing,3583.07,v1
48,2023,04,Supply,Cold Chain,2712.08,v1
49,2023,05,HR,Salaries,3945.96,v1
50,2023,05,HR,Training,2529.63,v1
51,2023,05,HR,Recruitment,4152.72,v1
52,2023,05,Medical,Medications,1315.96,v1
53,2023,05,Medical,Medical Equipment,1457.64,v1
54,2023,05,Medical,Consultations,1456.19,v1
55,2023,05,Logistics,Fuel,2635.79,v1
56,2023,05,Logistics,Transport,1710.7,v1
57,2023,05,Logistics,Vehicle Maintenance,3247.02,v1
58,2023,05,Supply,Supplies,2792.4,v1
59,2023,05,Supply,Warehousing,2386.03,v1
60,2023,05,Supply,Cold Chain,1710.45,v1
61,2023,06,HR,Salaries,1192.0,v1
62,2023,06,HR,Training,1160.38,v1
63,2023,06,HR,Recruitment,2764.69,v1
64,2023,06,Medical,Medications,4124.99,v1
65,2023,06,Medical,Medical Equipment,4061.38,v1
66,2023,06,Medical,Consultations,1098.19,v1
67,2023,06,Logistics,Fuel,2492.69,v1
68,2023,06,Logistics,Transport,2359.96,v1
69,2023,06,Logistics,Vehicle Maintenance,1584.21,v1
70,2023,06,Supply,Supplies,1724.47,v1
71,2023,06,Supply,Warehousing,1011.3,v1
72,2023,06,Supply,Cold Chain,2978.69,v1
73,2023,07,HR,Salaries,4079.26,v1
74,2023,07,HR,Training,1774.08,v1
75,2023,07,HR,Recruitment,1015.24,v1
76,2023,07,Medical,Medications,1225.7,v1
77,2023,07,Medical,Medical Equipment,4934.83,v1
78,2023,07,Medical,Consultations,3164.18,v1
79,2023,07,Logistics,Fuel,2640.31,v1
80,2023,07,Logistics,Transport,2274.8,v1
81,2023,07,Logistics,Vehicle Maintenance,4074.16,v1
82,2023,07,Supply,Supplies,1568.53,v1
83,2023,07,Supply,Warehousing,4853.65,v1
84,2023,07,Supply,Cold Chain,3026.8,v1
85,2023,08,HR,Salaries,1925.15,v1
86,2023,08,HR,Training,1942.4,v1
87,2023,08,HR,Recruitment,2408.39,v1
88,2023,08,Medical,Medications,1093.86,v1
89,2023,08,Medical,Medical Equipment,3300.01,v1
90,2023,08,Medical,Consultations,4403.88,v1
91,2023,08,Logistics,Fuel,4996.83,v1
92,2023,08,Logistics,Transport,4991.04,v1
93,2023,08,Logistics,Vehicle Maintenance,1047.47,v1
94,2023,08,Supply,Supplies,1939.55,v1
95,2023,08,Supply,Warehousing,4402.87,v1
96,2023,08,Supply,Cold Chain,3028.36,v1
97,2023,09,HR,Salaries,3843.52,v1
98,2023,09,HR,Training,1942.86,v1
99,2023,09,HR,Recruitment,1498.31,v1
100,2023,09,Medical,Medications,3978.26,v1
101,2023,09,Medical,Medical Equipment,2677.04,v1
102,2023,09,Medical,Consultations,4702.36,v1
103,2023,09,Logistics,Fuel,2501.6,v1
104,2023,09,Logistics,Transport,4399.01,v1
105,2023,09,Logistics,Vehicle Maintenance,2228.92,v1
106,2023,09,Supply,Supplies,2255.51,v1
107,2023,09,Supply,Warehousing,3678.15,v1
108,2023,09,Supply,Cold Chain,2129.11,v1
109,2023,10,HR,Salaries,4624.03,v1
110,2023,10,HR,Training,3356.41,v1
111,2023,10,HR,Recruitment,1464.1,v1
112,2023,10,Medical,Medications,2341.34,v1
113,2023,10,Medical,Medical Equipment,4436.6,v1
114,2023,10,Medical,Consultations,4089.41,v1
115,2023,10,Logistics,Fuel,1538.98,v1
116,2023,10,Logistics,Transport,4490.78,v1
117,2023,10,Logistics,Vehicle Maintenance,3214.86,v1
118,2023,10,Supply,Supplies,2248.66,v1
119,2023,10,Supply,Warehousing,4478.97,v1
120,2023,10,Supply,Cold Chain,2264.48,v1
121,2023,11,HR,Salaries,1593.2,v1
122,2023,11,HR,Training,2393.87,v1
123,2023,11,HR,Recruitment,3696.09,v1
124,2023,11,Medical,Medications,3127.0,v1
125,2023,11,Medical,Medical Equipment,2159.3,v1
126,2023,11,Medical,Consultations,1938.55,v1
127,2023,11,Logistics,Fuel,4319.88,v1
128,2023,11,Logistics,Transport,4263.27,v1
129,2023,11,Logistics,Vehicle Maintenance,2185.21,v1
130,2023,11,Supply,Supplies,2558.72,v1
131,2023,11,Supply,Warehousing,2354.92,v1
132,2023,11,Supply,Cold Chain,1121.71,v1
133,2023,12,HR,Salaries,1115.45,v1
134,2023,12,HR,Training,1830.19,v1
135,2023,12,HR,Recruitment,2098.19,v1
136,2023,12,Medical,Medications,2116.39,v1
137,2023,12,Medical,Medical Equipment,3046.26,v1
138,2023,12,Medical,Consultations,1463.1,v1
